,timestamp,date,day number,weekends,activity number,segment,activity count
461,1571180400,2019-10-16 05:00:00,3,1,0,0,0
462,1571184000,2019-10-16 06:00:00,3,1,0,1,0
463,1571187600,2019-10-16 07:00:00,3,1,0,1,0
464,1571191200,2019-10-16 08:00:00,3,1,0,1,0
465,1571194800,2019-10-16 09:00:00,3,1,0,1,0
466,1571198400,2019-10-16 10:00:00,3,1,0,1,0
467,1571202000,2019-10-16 11:00:00,3,1,0,1,0
468,1571205600,2019-10-16 12:00:00,3,1,0,2,0
469,1571209200,2019-10-16 13:00:00,3,1,0,2,0
470,1571212800,2019-10-16 14:00:00,3,1,0,2,0
471,1571216400,2019-10-16 15:00:00,3,1,0,2,0
472,1571220000,2019-10-16 16:00:00,3,1,0,2,0
473,1571223600,2019-10-16 17:00:00,3,1,0,2,0
474,1571227200,2019-10-16 18:00:00,3,1,0,3,0
475,1571230800,2019-10-16 19:00:00,3,1,0,3,0
476,1571234400,2019-10-16 20:00:00,3,1,0,3,0
477,1571238000,2019-10-16 21:00:00,3,1,0,3,156
478,1571241600,2019-10-16 22:00:00,3,1,0,3,0
479,1571245200,2019-10-16 23:00:00,3,1,0,3,0
480,1571248800,2019-10-17 00:00:00,4,1,0,0,0
481,1571252400,2019-10-17 01:00:00,4,1,0,0,0
482,1571256000,2019-10-17 02:00:00,4,1,0,0,0
483,1571259600,2019-10-17 03:00:00,4,1,0,0,0
484,1571263200,2019-10-17 04:00:00,4,1,0,0,0
485,1571266800,2019-10-17 05:00:00,4,1,0,0,0
486,1571270400,2019-10-17 06:00:00,4,1,0,1,0
487,1571274000,2019-10-17 07:00:00,4,1,0,1,0
488,1571277600,2019-10-17 08:00:00,4,1,0,1,0
489,1571281200,2019-10-17 09:00:00,4,1,0,1,0
490,1571284800,2019-10-17 10:00:00,4,1,0,1,0
491,1571288400,2019-10-17 11:00:00,4,1,0,1,0
492,1571292000,2019-10-17 12:00:00,4,1,0,2,0
493,1571295600,2019-10-17 13:00:00,4,1,0,2,0
494,1571299200,2019-10-17 14:00:00,4,1,0,2,0
495,1571302800,2019-10-17 15:00:00,4,1,0,2,0
496,1571306400,2019-10-17 16:00:00,4,1,0,2,0
497,1571310000,2019-10-17 17:00:00,4,1,0,2,0
498,1571313600,2019-10-17 18:00:00,4,1,0,3,0
499,1571317200,2019-10-17 19:00:00,4,1,0,3,0
500,1571320800,2019-10-17 20:00:00,4,1,0,3,0
501,1571324400,2019-10-17 21:00:00,4,1,0,3,0
502,1571328000,2019-10-17 22:00:00,4,1,0,3,0
503,1571331600,2019-10-17 23:00:00,4,1,0,3,0
504,1571248800,2019-10-17 00:00:00,4,1,0,0,0
505,1571252400,2019-10-17 01:00:00,4,1,0,0,0
506,1571256000,2019-10-17 02:00:00,4,1,0,0,0
507,1571259600,2019-10-17 03:00:00,4,1,0,0,0
508,1571263200,2019-10-17 04:00:00,4,1,0,0,0
509,1571266800,2019-10-17 05:00:00,4,1,0,0,0
510,1571270400,2019-10-17 06:00:00,4,1,0,1,0
511,1571274000,2019-10-17 07:00:00,4,1,0,1,0
512,1571277600,2019-10-17 08:00:00,4,1,0,1,0
513,1571281200,2019-10-17 09:00:00,4,1,0,1,0
514,1571284800,2019-10-17 10:00:00,4,1,0,1,0
515,1571288400,2019-10-17 11:00:00,4,1,0,1,0
516,1571292000,2019-10-17 12:00:00,4,1,0,2,0
517,1571295600,2019-10-17 13:00:00,4,1,0,2,0
518,1571299200,2019-10-17 14:00:00,4,1,0,2,152
519,1571302800,2019-10-17 15:00:00,4,1,0,2,0
520,1571306400,2019-10-17 16:00:00,4,1,0,2,0
521,1571310000,2019-10-17 17:00:00,4,1,0,2,0
522,1571313600,2019-10-17 18:00:00,4,1,0,3,0
523,1571317200,2019-10-17 19:00:00,4,1,0,3,0
524,1571320800,2019-10-17 20:00:00,4,1,0,3,0
525,1571324400,2019-10-17 21:00:00,4,1,0,3,0
526,1571328000,2019-10-17 22:00:00,4,1,0,3,0
527,1571331600,2019-10-17 23:00:00,4,1,0,3,0
528,1571248800,2019-10-17 00:00:00,4,1,0,0,0
529,1571252400,2019-10-17 01:00:00,4,1,0,0,0
530,1571256000,2019-10-17 02:00:00,4,1,0,0,0
531,1571259600,2019-10-17 03:00:00,4,1,0,0,0
532,1571263200,2019-10-17 04:00:00,4,1,0,0,0
533,1571266800,2019-10-17 05:00:00,4,1,0,0,0
534,1571270400,2019-10-17 06:00:00,4,1,0,1,0
535,1571274000,2019-10-17 07:00:00,4,1,0,1,0
536,1571277600,2019-10-17 08:00:00,4,1,0,1,0
537,1571281200,2019-10-17 09:00:00,4,1,0,1,0
538,1571284800,2019-10-17 10:00:00,4,1,0,1,0
539,1571288400,2019-10-17 11:00:00,4,1,0,1,0
540,1571292000,2019-10-17 12:00:00,4,1,0,2,0
541,1571295600,2019-10-17 13:00:00,4,1,0,2,0
542,1571299200,2019-10-17 14:00:00,4,1,0,2,0
543,1571302800,2019-10-17 15:00:00,4,1,0,2,0
544,1571306400,2019-10-17 16:00:00,4,1,0,2,0
545,1571310000,2019-10-17 17:00:00,4,1,0,2,0
546,1571313600,2019-10-17 18:00:00,4,1,0,3,0
547,1571317200,2019-10-17 19:00:00,4,1,0,3,0
548,1571320800,2019-10-17 20:00:00,4,1,0,3,0
549,1571324400,2019-10-17 21:00:00,4,1,0,3,0
550,1571328000,2019-10-17 22:00:00,4,1,0,3,0
551,1571331600,2019-10-17 23:00:00,4,1,0,3,0
552,1571248800,2019-10-17 00:00:00,4,1,0,0,0
553,1571252400,2019-10-17 01:00:00,4,1,0,0,0
554,1571256000,2019-10-17 02:00:00,4,1,0,0,0
555,1571259600,2019-10-17 03:00:00,4,1,0,0,0
556,1571263200,2019-10-17 04:00:00,4,1,0,0,0
557,1571266800,2019-10-17 05:00:00,4,1,0,0,0
558,1571270400,2019-10-17 06:00:00,4,1,0,1,0
559,1571274000,2019-10-17 07:00:00,4,1,0,1,0
560,1571277600,2019-10-17 08:00:00,4,1,0,1,0
561,1571281200,2019-10-17 09:00:00,4,1,0,1,0
562,1571284800,2019-10-17 10:00:00,4,1,0,1,0
563,1571288400,2019-10-17 11:00:00,4,1,0,1,0
564,1571292000,2019-10-17 12:00:00,4,1,0,2,0
565,1571295600,2019-10-17 13:00:00,4,1,0,2,0
566,1571299200,2019-10-17 14:00:00,4,1,0,2,0
567,1571302800,2019-10-17 15:00:00,4,1,0,2,0
568,1571306400,2019-10-17 16:00:00,4,1,0,2,0
569,1571310000,2019-10-17 17:00:00,4,1,0,2,0
570,1571313600,2019-10-17 18:00:00,4,1,0,3,0
571,1571317200,2019-10-17 19:00:00,4,1,0,3,0
572,1571320800,2019-10-17 20:00:00,4,1,0,3,0
573,1571324400,2019-10-17 21:00:00,4,1,0,3,97
574,1571328000,2019-10-17 22:00:00,4,1,0,3,536
575,1571331600,2019-10-17 23:00:00,4,1,0,3,0
576,1571335200,2019-10-18 00:00:00,5,1,0,0,0
577,1571338800,2019-10-18 01:00:00,5,1,0,0,0
578,1571342400,2019-10-18 02:00:00,5,1,0,0,0
579,1571346000,2019-10-18 03:00:00,5,1,0,0,0
580,1571349600,2019-10-18 04:00:00,5,1,0,0,0
581,1571353200,2019-10-18 05:00:00,5,1,0,0,0
582,1571356800,2019-10-18 06:00:00,5,1,0,1,0
583,1571360400,2019-10-18 07:00:00,5,1,0,1,0
584,1571364000,2019-10-18 08:00:00,5,1,0,1,0
585,1571367600,2019-10-18 09:00:00,5,1,0,1,0
586,1571371200,2019-10-18 10:00:00,5,1,0,1,0
587,1571374800,2019-10-18 11:00:00,5,1,0,1,0
588,1571378400,2019-10-18 12:00:00,5,1,0,2,0
589,1571382000,2019-10-18 13:00:00,5,1,0,2,0
590,1571385600,2019-10-18 14:00:00,5,1,0,2,0
591,1571389200,2019-10-18 15:00:00,5,1,0,2,0
592,1571392800,2019-10-18 16:00:00,5,1,0,2,0
593,1571396400,2019-10-18 17:00:00,5,1,0,2,0
594,1571400000,2019-10-18 18:00:00,5,1,0,3,0
595,1571403600,2019-10-18 19:00:00,5,1,0,3,0
596,1571407200,2019-10-18 20:00:00,5,1,0,3,0
597,1571410800,2019-10-18 21:00:00,5,1,0,3,0
598,1571414400,2019-10-18 22:00:00,5,1,0,3,0
599,1571418000,2019-10-18 23:00:00,5,1,0,3,0
600,1571335200,2019-10-18 00:00:00,5,1,0,0,0
601,1571338800,2019-10-18 01:00:00,5,1,0,0,0
602,1571342400,2019-10-18 02:00:00,5,1,0,0,0
603,1571346000,2019-10-18 03:00:00,5,1,0,0,0
604,1571349600,2019-10-18 04:00:00,5,1,0,0,0
605,1571353200,2019-10-18 05:00:00,5,1,0,0,0
606,1571356800,2019-10-18 06:00:00,5,1,0,1,0
607,1571360400,2019-10-18 07:00:00,5,1,0,1,0
608,1571364000,2019-10-18 08:00:00,5,1,0,1,0
609,1571367600,2019-10-18 09:00:00,5,1,0,1,0
610,1571371200,2019-10-18 10:00:00,5,1,0,1,0
611,1571374800,2019-10-18 11:00:00,5,1,0,1,0
612,1571378400,2019-10-18 12:00:00,5,1,0,2,0
613,1571382000,2019-10-18 13:00:00,5,1,0,2,678
614,1571385600,2019-10-18 14:00:00,5,1,0,2,0
615,1571389200,2019-10-18 15:00:00,5,1,0,2,0
616,1571392800,2019-10-18 16:00:00,5,1,0,2,0
617,1571396400,2019-10-18 17:00:00,5,1,0,2,0
618,1571400000,2019-10-18 18:00:00,5,1,0,3,0
619,1571403600,2019-10-18 19:00:00,5,1,0,3,0
620,1571407200,2019-10-18 20:00:00,5,1,0,3,0
621,1571410800,2019-10-18 21:00:00,5,1,0,3,0
622,1571414400,2019-10-18 22:00:00,5,1,0,3,387
623,1571418000,2019-10-18 23:00:00,5,1,0,3,342
624,1571335200,2019-10-18 00:00:00,5,1,0,0,0
625,1571338800,2019-10-18 01:00:00,5,1,0,0,0
626,1571342400,2019-10-18 02:00:00,5,1,0,0,0
627,1571346000,2019-10-18 03:00:00,5,1,0,0,0
628,1571349600,2019-10-18 04:00:00,5,1,0,0,0
629,1571353200,2019-10-18 05:00:00,5,1,0,0,0
630,1571356800,2019-10-18 06:00:00,5,1,0,1,0
631,1571360400,2019-10-18 07:00:00,5,1,0,1,0
632,1571364000,2019-10-18 08:00:00,5,1,0,1,0
633,1571367600,2019-10-18 09:00:00,5,1,0,1,0
634,1571371200,2019-10-18 10:00:00,5,1,0,1,0
635,1571374800,2019-10-18 11:00:00,5,1,0,1,0
636,1571378400,2019-10-18 12:00:00,5,1,0,2,0
637,1571382000,2019-10-18 13:00:00,5,1,0,2,0
638,1571385600,2019-10-18 14:00:00,5,1,0,2,0
639,1571389200,2019-10-18 15:00:00,5,1,0,2,0
640,1571392800,2019-10-18 16:00:00,5,1,0,2,0
641,1571396400,2019-10-18 17:00:00,5,1,0,2,0
642,1571400000,2019-10-18 18:00:00,5,1,0,3,0
643,1571403600,2019-10-18 19:00:00,5,1,0,3,0
644,1571407200,2019-10-18 20:00:00,5,1,0,3,0
645,1571410800,2019-10-18 21:00:00,5,1,0,3,0
646,1571414400,2019-10-18 22:00:00,5,1,0,3,0
647,1571418000,2019-10-18 23:00:00,5,1,0,3,0
648,1571335200,2019-10-18 00:00:00,5,1,0,0,0
649,1571338800,2019-10-18 01:00:00,5,1,0,0,0
650,1571342400,2019-10-18 02:00:00,5,1,0,0,704
651,1571346000,2019-10-18 03:00:00,5,1,0,0,0
652,1571349600,2019-10-18 04:00:00,5,1,0,0,0
653,1571353200,2019-10-18 05:00:00,5,1,0,0,0
654,1571356800,2019-10-18 06:00:00,5,1,0,1,0
655,1571360400,2019-10-18 07:00:00,5,1,0,1,0
656,1571364000,2019-10-18 08:00:00,5,1,0,1,0
657,1571367600,2019-10-18 09:00:00,5,1,0,1,0
658,1571371200,2019-10-18 10:00:00,5,1,0,1,0
659,1571374800,2019-10-18 11:00:00,5,1,0,1,0
660,1571378400,2019-10-18 12:00:00,5,1,0,2,0
661,1571382000,2019-10-18 13:00:00,5,1,0,2,0
662,1571385600,2019-10-18 14:00:00,5,1,0,2,0
663,1571389200,2019-10-18 15:00:00,5,1,0,2,0
664,1571392800,2019-10-18 16:00:00,5,1,0,2,0
665,1571396400,2019-10-18 17:00:00,5,1,0,2,0
666,1571400000,2019-10-18 18:00:00,5,1,0,3,0
667,1571403600,2019-10-18 19:00:00,5,1,0,3,0
668,1571407200,2019-10-18 20:00:00,5,1,0,3,0
669,1571410800,2019-10-18 21:00:00,5,1,0,3,0
670,1571414400,2019-10-18 22:00:00,5,1,0,3,0
671,1571418000,2019-10-18 23:00:00,5,1,0,3,0
672,1571508000,2019-10-20 00:00:00,0,0,0,0,0
673,1571511600,2019-10-20 01:00:00,0,0,0,0,0
674,1571515200,2019-10-20 02:00:00,0,0,0,0,0
675,1571518800,2019-10-20 03:00:00,0,0,0,0,0
676,1571522400,2019-10-20 04:00:00,0,0,0,0,0
677,1571526000,2019-10-20 05:00:00,0,0,0,0,0
678,1571529600,2019-10-20 06:00:00,0,0,0,1,0
679,1571533200,2019-10-20 07:00:00,0,0,0,1,0
680,1571536800,2019-10-20 08:00:00,0,0,0,1,0
681,1571540400,2019-10-20 09:00:00,0,0,0,1,0
682,1571544000,2019-10-20 10:00:00,0,0,0,1,0
683,1571547600,2019-10-20 11:00:00,0,0,0,1,0
684,1571551200,2019-10-20 12:00:00,0,0,0,2,0
685,1571554800,2019-10-20 13:00:00,0,0,0,2,0
686,1571558400,2019-10-20 14:00:00,0,0,0,2,0
687,1571562000,2019-10-20 15:00:00,0,0,0,2,0
688,1571565600,2019-10-20 16:00:00,0,0,0,2,0
689,1571569200,2019-10-20 17:00:00,0,0,0,2,0
690,1571572800,2019-10-20 18:00:00,0,0,0,3,0
691,1571576400,2019-10-20 19:00:00,0,0,0,3,0
692,1571580000,2019-10-20 20:00:00,0,0,0,3,0
693,1571583600,2019-10-20 21:00:00,0,0,0,3,0
694,1571587200,2019-10-20 22:00:00,0,0,0,3,0
695,1571590800,2019-10-20 23:00:00,0,0,0,3,0
696,1571508000,2019-10-20 00:00:00,0,0,0,0,1072
697,1571511600,2019-10-20 01:00:00,0,0,0,0,0
698,1571515200,2019-10-20 02:00:00,0,0,0,0,0
699,1571518800,2019-10-20 03:00:00,0,0,0,0,0
700,1571522400,2019-10-20 04:00:00,0,0,0,0,0
701,1571526000,2019-10-20 05:00:00,0,0,0,0,0
702,1571529600,2019-10-20 06:00:00,0,0,0,1,0
703,1571533200,2019-10-20 07:00:00,0,0,0,1,0
704,1571536800,2019-10-20 08:00:00,0,0,0,1,0
705,1571540400,2019-10-20 09:00:00,0,0,0,1,0
706,1571544000,2019-10-20 10:00:00,0,0,0,1,0
707,1571547600,2019-10-20 11:00:00,0,0,0,1,0
708,1571551200,2019-10-20 12:00:00,0,0,0,2,0
709,1571554800,2019-10-20 13:00:00,0,0,0,2,0
710,1571558400,2019-10-20 14:00:00,0,0,0,2,0
711,1571562000,2019-10-20 15:00:00,0,0,0,2,0
712,1571565600,2019-10-20 16:00:00,0,0,0,2,0
713,1571569200,2019-10-20 17:00:00,0,0,0,2,0
714,1571572800,2019-10-20 18:00:00,0,0,0,3,0
715,1571576400,2019-10-20 19:00:00,0,0,0,3,0
716,1571580000,2019-10-20 20:00:00,0,0,0,3,0
717,1571583600,2019-10-20 21:00:00,0,0,0,3,0
718,1571587200,2019-10-20 22:00:00,0,0,0,3,0
719,1571590800,2019-10-20 23:00:00,0,0,0,3,0
720,1571508000,2019-10-20 00:00:00,0,0,0,0,0
721,1571511600,2019-10-20 01:00:00,0,0,0,0,0
722,1571515200,2019-10-20 02:00:00,0,0,0,0,0
723,1571518800,2019-10-20 03:00:00,0,0,0,0,0
724,1571522400,2019-10-20 04:00:00,0,0,0,0,0
725,1571526000,2019-10-20 05:00:00,0,0,0,0,0
726,1571529600,2019-10-20 06:00:00,0,0,0,1,0
727,1571533200,2019-10-20 07:00:00,0,0,0,1,0
728,1571536800,2019-10-20 08:00:00,0,0,0,1,0
729,1571540400,2019-10-20 09:00:00,0,0,0,1,0
730,1571544000,2019-10-20 10:00:00,0,0,0,1,0
731,1571547600,2019-10-20 11:00:00,0,0,0,1,0
732,1571551200,2019-10-20 12:00:00,0,0,0,2,0
733,1571554800,2019-10-20 13:00:00,0,0,0,2,0
734,1571558400,2019-10-20 14:00:00,0,0,0,2,0
735,1571562000,2019-10-20 15:00:00,0,0,0,2,0
736,1571565600,2019-10-20 16:00:00,0,0,0,2,0
737,1571569200,2019-10-20 17:00:00,0,0,0,2,0
738,1571572800,2019-10-20 18:00:00,0,0,0,3,0
739,1571576400,2019-10-20 19:00:00,0,0,0,3,0
740,1571580000,2019-10-20 20:00:00,0,0,0,3,0
741,1571583600,2019-10-20 21:00:00,0,0,0,3,0
742,1571587200,2019-10-20 22:00:00,0,0,0,3,0
743,1571590800,2019-10-20 23:00:00,0,0,0,3,0
744,1571508000,2019-10-20 00:00:00,0,0,0,0,0
745,1571511600,2019-10-20 01:00:00,0,0,0,0,0
746,1571515200,2019-10-20 02:00:00,0,0,0,0,0
747,1571518800,2019-10-20 03:00:00,0,0,0,0,0
748,1571522400,2019-10-20 04:00:00,0,0,0,0,0
749,1571526000,2019-10-20 05:00:00,0,0,0,0,0
750,1571529600,2019-10-20 06:00:00,0,0,0,1,0
751,1571533200,2019-10-20 07:00:00,0,0,0,1,0
752,1571536800,2019-10-20 08:00:00,0,0,0,1,0
753,1571540400,2019-10-20 09:00:00,0,0,0,1,0
754,1571544000,2019-10-20 10:00:00,0,0,0,1,0
755,1571547600,2019-10-20 11:00:00,0,0,0,1,0
756,1571551200,2019-10-20 12:00:00,0,0,0,2,0
757,1571554800,2019-10-20 13:00:00,0,0,0,2,0
758,1571558400,2019-10-20 14:00:00,0,0,0,2,0
759,1571562000,2019-10-20 15:00:00,0,0,0,2,0
760,1571565600,2019-10-20 16:00:00,0,0,0,2,0
761,1571569200,2019-10-20 17:00:00,0,0,0,2,0
762,1571572800,2019-10-20 18:00:00,0,0,0,3,0
763,1571576400,2019-10-20 19:00:00,0,0,0,3,0
764,1571580000,2019-10-20 20:00:00,0,0,0,3,0
765,1571583600,2019-10-20 21:00:00,0,0,0,3,0
766,1571587200,2019-10-20 22:00:00,0,0,0,3,0
767,1571590800,2019-10-20 23:00:00,0,0,0,3,0
768,1571594400,2019-10-21 00:00:00,1,1,0,0,0
769,1571598000,2019-10-21 01:00:00,1,1,0,0,0
770,1571601600,2019-10-21 02:00:00,1,1,0,0,0
771,1571605200,2019-10-21 03:00:00,1,1,0,0,0
772,1571608800,2019-10-21 04:00:00,1,1,0,0,0
773,1571612400,2019-10-21 05:00:00,1,1,0,0,0
774,1571616000,2019-10-21 06:00:00,1,1,0,1,0
775,1571619600,2019-10-21 07:00:00,1,1,0,1,0
776,1571623200,2019-10-21 08:00:00,1,1,0,1,0
777,1571626800,2019-10-21 09:00:00,1,1,0,1,0
778,1571630400,2019-10-21 10:00:00,1,1,0,1,0
779,1571634000,2019-10-21 11:00:00,1,1,0,1,0
780,1571637600,2019-10-21 12:00:00,1,1,0,2,0
781,1571641200,2019-10-21 13:00:00,1,1,0,2,0
782,1571644800,2019-10-21 14:00:00,1,1,0,2,0
783,1571648400,2019-10-21 15:00:00,1,1,0,2,0
784,1571652000,2019-10-21 16:00:00,1,1,0,2,0
785,1571655600,2019-10-21 17:00:00,1,1,0,2,0
786,1571659200,2019-10-21 18:00:00,1,1,0,3,0
787,1571662800,2019-10-21 19:00:00,1,1,0,3,0
788,1571666400,2019-10-21 20:00:00,1,1,0,3,0
789,1571670000,2019-10-21 21:00:00,1,1,0,3,0
790,1571673600,2019-10-21 22:00:00,1,1,0,3,0
791,1571677200,2019-10-21 23:00:00,1,1,0,3,0
792,1571594400,2019-10-21 00:00:00,1,1,0,0,0
793,1571598000,2019-10-21 01:00:00,1,1,0,0,0
794,1571601600,2019-10-21 02:00:00,1,1,0,0,0
795,1571605200,2019-10-21 03:00:00,1,1,0,0,0
796,1571608800,2019-10-21 04:00:00,1,1,0,0,0
797,1571612400,2019-10-21 05:00:00,1,1,0,0,0
798,1571616000,2019-10-21 06:00:00,1,1,0,1,0
799,1571619600,2019-10-21 07:00:00,1,1,0,1,0
800,1571623200,2019-10-21 08:00:00,1,1,0,1,0
801,1571626800,2019-10-21 09:00:00,1,1,0,1,0
802,1571630400,2019-10-21 10:00:00,1,1,0,1,0
803,1571634000,2019-10-21 11:00:00,1,1,0,1,0
804,1571637600,2019-10-21 12:00:00,1,1,0,2,0
805,1571641200,2019-10-21 13:00:00,1,1,0,2,0
806,1571644800,2019-10-21 14:00:00,1,1,0,2,0
807,1571648400,2019-10-21 15:00:00,1,1,0,2,0
808,1571652000,2019-10-21 16:00:00,1,1,0,2,0
809,1571655600,2019-10-21 17:00:00,1,1,0,2,0
810,1571659200,2019-10-21 18:00:00,1,1,0,3,0
811,1571662800,2019-10-21 19:00:00,1,1,0,3,0
812,1571666400,2019-10-21 20:00:00,1,1,0,3,0
813,1571670000,2019-10-21 21:00:00,1,1,0,3,0
814,1571673600,2019-10-21 22:00:00,1,1,0,3,0
815,1571677200,2019-10-21 23:00:00,1,1,0,3,0
816,1571594400,2019-10-21 00:00:00,1,1,0,0,0
817,1571598000,2019-10-21 01:00:00,1,1,0,0,0
818,1571601600,2019-10-21 02:00:00,1,1,0,0,0
819,1571605200,2019-10-21 03:00:00,1,1,0,0,0
820,1571608800,2019-10-21 04:00:00,1,1,0,0,0
821,1571612400,2019-10-21 05:00:00,1,1,0,0,0
822,1571616000,2019-10-21 06:00:00,1,1,0,1,0
823,1571619600,2019-10-21 07:00:00,1,1,0,1,0
824,1571623200,2019-10-21 08:00:00,1,1,0,1,0
825,1571626800,2019-10-21 09:00:00,1,1,0,1,0
826,1571630400,2019-10-21 10:00:00,1,1,0,1,0
827,1571634000,2019-10-21 11:00:00,1,1,0,1,0
828,1571637600,2019-10-21 12:00:00,1,1,0,2,0
829,1571641200,2019-10-21 13:00:00,1,1,0,2,0
830,1571644800,2019-10-21 14:00:00,1,1,0,2,0
831,1571648400,2019-10-21 15:00:00,1,1,0,2,0
832,1571652000,2019-10-21 16:00:00,1,1,0,2,0
833,1571655600,2019-10-21 17:00:00,1,1,0,2,0
834,1571659200,2019-10-21 18:00:00,1,1,0,3,0
835,1571662800,2019-10-21 19:00:00,1,1,0,3,0
836,1571666400,2019-10-21 20:00:00,1,1,0,3,0
837,1571670000,2019-10-21 21:00:00,1,1,0,3,0
838,1571673600,2019-10-21 22:00:00,1,1,0,3,0
839,1571677200,2019-10-21 23:00:00,1,1,0,3,0
840,1571594400,2019-10-21 00:00:00,1,1,0,0,0
841,1571598000,2019-10-21 01:00:00,1,1,0,0,0
842,1571601600,2019-10-21 02:00:00,1,1,0,0,904
843,1571605200,2019-10-21 03:00:00,1,1,0,0,0
844,1571608800,2019-10-21 04:00:00,1,1,0,0,0
845,1571612400,2019-10-21 05:00:00,1,1,0,0,0
846,1571616000,2019-10-21 06:00:00,1,1,0,1,0
847,1571619600,2019-10-21 07:00:00,1,1,0,1,0
848,1571623200,2019-10-21 08:00:00,1,1,0,1,0
849,1571626800,2019-10-21 09:00:00,1,1,0,1,0
850,1571630400,2019-10-21 10:00:00,1,1,0,1,0
851,1571634000,2019-10-21 11:00:00,1,1,0,1,0
852,1571637600,2019-10-21 12:00:00,1,1,0,2,0
853,1571641200,2019-10-21 13:00:00,1,1,0,2,0
854,1571644800,2019-10-21 14:00:00,1,1,0,2,0
855,1571648400,2019-10-21 15:00:00,1,1,0,2,0
856,1571652000,2019-10-21 16:00:00,1,1,0,2,0
857,1571655600,2019-10-21 17:00:00,1,1,0,2,0
858,1571659200,2019-10-21 18:00:00,1,1,0,3,0
859,1571662800,2019-10-21 19:00:00,1,1,0,3,0
860,1571666400,2019-10-21 20:00:00,1,1,0,3,0
861,1571670000,2019-10-21 21:00:00,1,1,0,3,0
862,1571673600,2019-10-21 22:00:00,1,1,0,3,0
863,1571677200,2019-10-21 23:00:00,1,1,0,3,0
864,1571767200,2019-10-23 00:00:00,3,1,0,0,0
865,1571770800,2019-10-23 01:00:00,3,1,0,0,0
866,1571774400,2019-10-23 02:00:00,3,1,0,0,0
867,1571778000,2019-10-23 03:00:00,3,1,0,0,0
868,1571781600,2019-10-23 04:00:00,3,1,0,0,0
869,1571785200,2019-10-23 05:00:00,3,1,0,0,0
870,1571788800,2019-10-23 06:00:00,3,1,0,1,0
871,1571792400,2019-10-23 07:00:00,3,1,0,1,0
872,1571796000,2019-10-23 08:00:00,3,1,0,1,0
873,1571799600,2019-10-23 09:00:00,3,1,0,1,0
874,1571803200,2019-10-23 10:00:00,3,1,0,1,0
875,1571806800,2019-10-23 11:00:00,3,1,0,1,0
876,1571810400,2019-10-23 12:00:00,3,1,0,2,0
877,1571814000,2019-10-23 13:00:00,3,1,0,2,0
878,1571817600,2019-10-23 14:00:00,3,1,0,2,0
879,1571821200,2019-10-23 15:00:00,3,1,0,2,0
880,1571824800,2019-10-23 16:00:00,3,1,0,2,0
881,1571828400,2019-10-23 17:00:00,3,1,0,2,0
882,1571832000,2019-10-23 18:00:00,3,1,0,3,0
883,1571835600,2019-10-23 19:00:00,3,1,0,3,0
884,1571839200,2019-10-23 20:00:00,3,1,0,3,0
885,1571842800,2019-10-23 21:00:00,3,1,0,3,765
886,1571846400,2019-10-23 22:00:00,3,1,0,3,0
887,1571850000,2019-10-23 23:00:00,3,1,0,3,0
888,1571767200,2019-10-23 00:00:00,3,1,0,0,0
889,1571770800,2019-10-23 01:00:00,3,1,0,0,0
890,1571774400,2019-10-23 02:00:00,3,1,0,0,0
891,1571778000,2019-10-23 03:00:00,3,1,0,0,0
892,1571781600,2019-10-23 04:00:00,3,1,0,0,0
893,1571785200,2019-10-23 05:00:00,3,1,0,0,0
894,1571788800,2019-10-23 06:00:00,3,1,0,1,0
895,1571792400,2019-10-23 07:00:00,3,1,0,1,0
896,1571796000,2019-10-23 08:00:00,3,1,0,1,0
897,1571799600,2019-10-23 09:00:00,3,1,0,1,0
898,1571803200,2019-10-23 10:00:00,3,1,0,1,0
899,1571806800,2019-10-23 11:00:00,3,1,0,1,0
900,1571810400,2019-10-23 12:00:00,3,1,0,2,0
901,1571814000,2019-10-23 13:00:00,3,1,0,2,0
902,1571817600,2019-10-23 14:00:00,3,1,0,2,158
903,1571821200,2019-10-23 15:00:00,3,1,0,2,0
904,1571824800,2019-10-23 16:00:00,3,1,0,2,0
905,1571828400,2019-10-23 17:00:00,3,1,0,2,0
906,1571832000,2019-10-23 18:00:00,3,1,0,3,0
907,1571835600,2019-10-23 19:00:00,3,1,0,3,0
908,1571839200,2019-10-23 20:00:00,3,1,0,3,0
909,1571842800,2019-10-23 21:00:00,3,1,0,3,178
910,1571846400,2019-10-23 22:00:00,3,1,0,3,684
911,1571850000,2019-10-23 23:00:00,3,1,0,3,0
912,1571767200,2019-10-23 00:00:00,3,1,0,0,0
913,1571770800,2019-10-23 01:00:00,3,1,0,0,0
914,1571774400,2019-10-23 02:00:00,3,1,0,0,0
915,1571778000,2019-10-23 03:00:00,3,1,0,0,0
916,1571781600,2019-10-23 04:00:00,3,1,0,0,0
917,1571785200,2019-10-23 05:00:00,3,1,0,0,0
918,1571788800,2019-10-23 06:00:00,3,1,0,1,0
919,1571792400,2019-10-23 07:00:00,3,1,0,1,0
920,1571796000,2019-10-23 08:00:00,3,1,0,1,0
921,1571799600,2019-10-23 09:00:00,3,1,0,1,0
922,1571803200,2019-10-23 10:00:00,3,1,0,1,0
923,1571806800,2019-10-23 11:00:00,3,1,0,1,0
924,1571810400,2019-10-23 12:00:00,3,1,0,2,0
925,1571814000,2019-10-23 13:00:00,3,1,0,2,0
